Draw,  Value
27321, 7
27322, 1
27323, 16
27324, 4
27325, 7
27326, 3
27327, 35
27328, 2
27329, 32
27330, 5
27331, 6
27332, 9
27333, 15
27334, 10
27335, 3
27336, 0
27337, 2
27338, 3
27339, 2
27340, 2
27341, 5
27342, 25
27343, 4
27344, 8
27345, 13
27346, 12
27347, 7
27348, 1
27349, 3
27350, 4
27351, 6
27352, 8
27353, 5
27354, 5
27355, 17
27356, 3
27357, 5
27358, 6
27359, 5
27360, 18
27361, 6
27362, 3
27363, 6
27364, 9
27365, 10
27366, 14
27367, 1
27368, 3
27369, 4
27370, 11
27371, 3
27372, 4
27373, 2
27374, 7
27375, 1
27376, 3
27377, 3
27378, 1
27379, 7
27380, 7
27381, 1
27382, 0
27383, 8
27384, 23
27385, 3
27386, 13
27387, 2
27388, 17
27389, 1
27390, 4
27391, 14
27392, 3
27393, 13
27394, 26
27395, 15
27396, 16
27397, 10
27398, 8
27399, 4
27400, 4
27401, 12
27402, 16
27403, 0
27404, 9
27405, 5
27406, 7
27407, 7
27408, 12
27409, 4
27410, 11
27411, 1
27412, 3
27413, 9
27414, 5
27415, 6
27416, 8
27417, 15
27418, 1
27419, 11
27420, 23
27421, 6
27422, 1
27423, 8
27424, 2
27425, 6
27426, 11
27427, 7
27428, 5
27429, 2
27430, 2
27431, 21
27432, 8
27433, 2
27434, 7
27435, 3
27436, 20
27437, 8
27438, 9
27439, 0
27440, 11
27441, 3
27442, 5
27443, 20
27444, 17
27445, 0
27446, 13
27447, 3
27448, 5
27449, 4
27450, 8
27451, 1
27452, 9
27453, 5
27454, 6
27455, 2
27456, 6
27457, 5
27458, 4
27459, 2
27460, 4
27461, 6
27462, 2
27463, 3
27464, 0
27465, 10
27466, 18
27467, 21
27468, 9
27469, 8
27470, 10
27471, 6
27472, 10
27473, 1
27474, 19
27475, 8
27476, 21
27477, 4
27478, 3
27479, 7
27480, 11
27481, 2
27482, 5
27483, 8
27484, 1
27485, 9
27486, 7
27487, 3
27488, 1
27489, 9
27490, 3
27491, 1
27492, 4
27493, 12
27494, 13
27495, 0
27496, 3
27497, 0
27498, 5
27499, 4
27500, 5
27501, 15
27502, 1
27503, 1
27504, 9
27505, 8
27506, 24
27507, 3
27508, 5
27509, 4
27510, 15
27511, 3
27512, 3
27513, 8
27514, 16
27515, 5
27516, 1
27517, 24
27518, 4
27519, 10
27520, 5
27521, 6
27522, 33
27523, 2
27524, 9
27525, 16
27526, 8
27527, 7
27528, 8
27529, 5
27530, 2
27531, 10
27532, 4
27533, 3
27534, 12
27535, 1
27536, 0
27537, 7
27538, 3
27539, 10
27540, 5
27541, 5
27542, 12
27543, 14
27544, 5
27545, 3
27546, 4
27547, 6
27548, 7
27549, 5
27550, 4
27551, 2
27552, 3
27553, 10
27554, 7
27555, 9
27556, 9
27557, 3
27558, 3
27559, 11
27560, 3
27561, 5
27562, 1
27563, 7
27564, 8
27565, 3
27566, 11
27567, 1
27568, 9
27569, 8
27570, 11
27571, 37
27572, 1
27573, 11
27574, 14
27575, 3
27576, 1
27577, 6
27578, 3
27579, 7
27580, 14
27581, 8
27582, 0
27583, 2
27584, 1
27585, 1
27586, 8
27587, 25
27588, 5
27589, 1
27590, 4
27591, 5
27592, 3
27593, 10
27594, 5
27595, 6
27596, 4
27597, 2
27598, 10
27599, 3
27600, 5
27601, 3
27602, 3
27603, 5
27604, 13
27605, 28
27606, 4
27607, 10
27608, 9
27609, 6
27610, 46
27611, 1
27612, 7
27613, 6
27614, 7
27615, 6
27616, 4
27617, 8
27618, 6
27619, 1
27620, 2
27621, 3
27622, 12
27623, 6
27624, 11
27625, 8
27626, 4
27627, 4
27628, 3
27629, 2
27630, 12
27631, 3
27632, 35
27633, 8
27634, 5
27635, 1
27636, 11
27637, 4
27638, 26
27639, 24
27640, 12
27641, 13
27642, 4
27643, 4
27644, 2
27645, 19
27646, 5
27647, 9
27648, 0
27649, 5
27650, 1
27651, 1
27652, 32
27653, 13
27654, 23
27655, 3
27656, 13
27657, 6
27658, 10
27659, 2
27660, 6
27661, 13
27662, 0
27663, 1
27664, 16
27665, 10
27666, 4
27667, 7
27668, 8
27669, 13
27670, 1
27671, 6
27672, 8
27673, 9
27674, 7
27675, 10
27676, 6
27677, 6
27678, 3
27679, 4
27680, 20
27681, 5
27682, 0
27683, 5
27684, 10
27685, 5
27686, 13
27687, 1
27688, 5
27689, 1
27690, 6
27691, 5
27692, 15
27693, 10
27694, 1
27695, 14
27696, 16
27697, 18
27698, 2
27699, 5
27700, 1
27701, 4
27702, 4
27703, 1
27704, 21
27705, 7
27706, 43
27707, 6
27708, 7
27709, 36
27710, 2
27711, 15
27712, 14
27713, 6
27714, 3
27715, 29
27716, 11
27717, 11
27718, 2
27719, 1
27720, 6
27721, 3
27722, 6
27723, 4
27724, 4
27725, 37
27726, 1
27727, 5
27728, 4
27729, 2
27730, 1
27731, 1
27732, 46
27733, 24
27734, 15
27735, 5
27736, 4
27737, 58
27738, 33
27739, 7
27740, 1
27741, 8
27742, 1
27743, 10
27744, 31
27745, 7
27746, 5
27747, 10
27748, 18
27749, 10
27750, 1
27751, 12
27752, 1
27753, 15
27754, 6
27755, 11
27756, 1
27757, 2
27758, 5
27759, 5
27760, 10
27761, 3
27762, 18
27763, 9
27764, 4
27765, 25
27766, 3
27767, 3
27768, 0
27769, 1
27770, 7
27771, 4
27772, 3
27773, 9
27774, 0
27775, 7
27776, 9
27777, 1
27778, 1
27779, 2
27780, 3
27781, 9
27782, 2
27783, 2
27784, 7
27785, 0
27786, 8
27787, 8
27788, 23
27789, 4
27790, 4
27791, 2
27792, 0
27793, 9
27794, 13
27795, 8
27796, 6
27797, 36
27798, 11
27799, 22
27800, 9
27801, 16
27802, 7
27803, 28
27804, 8
27805, 0
27806, 10
27807, 1
27808, 19
27809, 15
27810, 11
27811, 3
27812, 12
27813, 7
27814, 7
27815, 3
27816, 5
27817, 15
27818, 5
27819, 3
27820, 0
27821, 0
27822, 7
27823, 4
27824, 2
27825, 1
27826, 5
27827, 8
27828, 12
27829, 6
27830, 0
27831, 1
27832, 1
27833, 7
27834, 2
27835, 30
27836, 3
27837, 2
27838, 6
27839, 5
27840, 5
27841, 6
27842, 2
27843, 2
27844, 16
27845, 4
27846, 0
27847, 4
27848, 1
27849, 3
27850, 5
27851, 2
27852, 0
27853, 2
27854, 5
27855, 1
27856, 3
27857, 12
27858, 6
27859, 4
27860, 1
27861, 10
27862, 0
27863, 4
27864, 1
27865, 1
27866, 4
27867, 18
27868, 9
27869, 19
27870, 6
27871, 11
27872, 11
27873, 4
27874, 2
27875, 6
27876, 9
27877, 9
27878, 4
27879, 13
27880, 2
27881, 9
27882, 11
27883, 2
27884, 2
27885, 8
27886, 4
27887, 7
27888, 5
27889, 3
27890, 2
27891, 0
27892, 13
27893, 3
27894, 9
27895, 9
27896, 2
27897, 15
27898, 5
27899, 37
27900, 12
27901, 2
27902, 7
27903, 2
27904, 15
27905, 5
27906, 2
27907, 29
27908, 6
27909, 1
27910, 5
27911, 14
27912, 20
27913, 22
27914, 1
27915, 2
27916, 2
27917, 1
27918, 2
27919, 16
27920, 7
27921, 7
27922, 7
27923, 10
27924, 22
27925, 8
27926, 2
27927, 3
27928, 4
27929, 5
27930, 0
27931, 7
27932, 4
27933, 9
27934, 0
27935, 5
27936, 16
27937, 11
27938, 1
27939, 12
27940, 6
27941, 3
27942, 6
27943, 1
27944, 2
27945, 1
27946, 7
27947, 1
27948, 12
27949, 4
27950, 1
27951, 3
27952, 1
27953, 26
27954, 2
27955, 3
27956, 6
27957, 3
27958, 9
27959, 4
27960, 1
27961, 6
27962, 13
27963, 9
27964, 10
27965, 20
27966, 1
27967, 21
27968, 9
27969, 0
27970, 14
27971, 9
27972, 5
27973, 0
27974, 3
27975, 2
27976, 1
27977, 1
27978, 5
27979, 11
27980, 9
27981, 9
27982, 29
27983, 2
27984, 6
27985, 8
27986, 4
27987, 4
27988, 2
27989, 14
27990, 3
27991, 4
27992, 2
27993, 0
27994, 8
27995, 3
27996, 0
27997, 3
27998, 17
27999, 2
28000, 9
28001, 22
28002, 3
28003, 3
28004, 6
28005, 3
28006, 2
28007, 9
28008, 6
28009, 1
28010, 9
28011, 23
28012, 10
28013, 1
28014, 9
28015, 8
28016, 6
28017, 10
28018, 6
28019, 21
28020, 1
28021, 20
28022, 23
28023, 16
28024, 15
28025, 0
28026, 1
28027, 1
28028, 5
28029, 0
28030, 2
28031, 5
28032, 0
28033, 1
28034, 6
28035, 6
28036, 26
28037, 8
28038, 1
28039, 16
28040, 2
28041, 1
28042, 12
28043, 3
28044, 18
28045, 0
28046, 7
28047, 9
28048, 0
28049, 1
28050, 11
28051, 6
28052, 2
28053, 5
28054, 6
28055, 4
28056, 7
28057, 5
28058, 7
28059, 4
28060, 11
28061, 0
28062, 16
28063, 4
28064, 2
28065, 7
28066, 1
28067, 5
28068, 18
28069, 1
28070, 4
28071, 10
28072, 4
28073, 12
28074, 28
28075, 3
28076, 1
28077, 2
28078, 8
28079, 6
28080, 5
28081, 21
28082, 6
28083, 4
28084, 8
28085, 3
28086, 9
28087, 13
28088, 3
28089, 2
28090, 7
28091, 6
28092, 14
28093, 1
28094, 5
28095, 9
28096, 29
28097, 9
28098, 4
28099, 3
28100, 3
28101, 7
28102, 4
28103, 0
28104, 0
28105, 3
28106, 22
28107, 9
28108, 7
28109, 3
28110, 5
28111, 3
28112, 4
28113, 4
28114, 3
28115, 5
28116, 13
28117, 1
28118, 4
28119, 7
28120, 13
28121, 23
28122, 6
28123, 6
28124, 19
28125, 7
28126, 7
28127, 26
28128, 7
28129, 1
28130, 5
28131, 8
28132, 2
28133, 1
28134, 2
28135, 10
28136, 8
28137, 10
28138, 8
28139, 9
28140, 2
28141, 1
28142, 15
28143, 2
28144, 2
28145, 6
28146, 4
28147, 3
28148, 9
28149, 16
28150, 41
28151, 4
28152, 4
28153, 4
28154, 15
28155, 4
28156, 19
28157, 8
28158, 4
28159, 1
28160, 1
28161, 0
28162, 17
28163, 8
28164, 0
28165, 3
28166, 7
28167, 12
28168, 20
28169, 4
28170, 7
28171, 11
28172, 3
28173, 12
28174, 15
28175, 2
28176, 1
28177, 3
28178, 2
28179, 3
28180, 24
28181, 1
28182, 1
28183, 2
28184, 12
28185, 11
28186, 13
28187, 0
28188, 3
28189, 4
28190, 3
28191, 2
28192, 1
28193, 2
28194, 9
28195, 4
28196, 2
28197, 1
28198, 2
28199, 11
28200, 4
28201, 1
28202, 9
28203, 6
28204, 4
28205, 21
28206, 5
28207, 1
28208, 1
28209, 21
28210, 6
28211, 10
28212, 5
28213, 11
28214, 4
28215, 3
28216, 12
28217, 4
28218, 3
28219, 11
28220, 1
28221, 9
28222, 2
28223, 2
28224, 19
28225, 0
28226, 1
28227, 2
28228, 0
28229, 16
28230, 1
28231, 22
28232, 7
28233, 1
28234, 9
28235, 1
28236, 10
28237, 13
28238, 13
28239, 4
28240, 6
28241, 2
28242, 7
28243, 11
28244, 1
28245, 3
28246, 0
28247, 3
28248, 1
28249, 2
28250, 3
28251, 7
28252, 5
28253, 5
28254, 1
28255, 8
28256, 10
28257, 8
28258, 12
28259, 3
28260, 2
28261, 13
28262, 4
28263, 24
28264, 6
28265, 17
28266, 3
28267, 7
28268, 4
28269, 8
28270, 8
28271, 5
28272, 22
28273, 0
28274, 10
28275, 11
28276, 5
28277, 19
28278, 5
28279, 5
28280, 3
28281, 1
28282, 7
28283, 15
28284, 2
28285, 35
28286, 2
28287, 0
28288, 2
28289, 0
28290, 20
28291, 1
28292, 1
28293, 9
28294, 8
28295, 16
28296, 0
28297, 12
28298, 0
28299, 22
28300, 19
28301, 3
28302, 20
28303, 5
28304, 13
28305, 7
28306, 9
28307, 5
28308, 6
28309, 23
28310, 8
28311, 4
28312, 0
28313, 17
28314, 1
28315, 6
28316, 4
28317, 10
28318, 1
28319, 16
28320, 3
28321, 31
28322, 15
28323, 1
28324, 10
28325, 3
28326, 2
28327, 20
28328, 2
28329, 4
28330, 22
28331, 6
28332, 3
28333, 1
28334, 3
28335, 2
28336, 1
28337, 0
28338, 12
28339, 3
28340, 5
28341, 3
28342, 9
28343, 11
28344, 2
28345, 11
28346, 5
28347, 3
28348, 5
28349, 9
28350, 9
28351, 9
28352, 13
28353, 3
28354, 1
28355, 1
28356, 2
28357, 4
28358, 2
28359, 1
28360, 11
28361, 7
28362, 19
28363, 3
28364, 2
28365, 9
28366, 4
28367, 1
28368, 7
28369, 1
28370, 4
28371, 2
28372, 12
28373, 6
28374, 14
28375, 2
28376, 5
28377, 10
28378, 1
28379, 27
28380, 3
28381, 15
28382, 18
28383, 7
28384, 4
28385, 4
28386, 1
28387, 5
28388, 4
28389, 9
28390, 5
28391, 3
28392, 2
28393, 14
28394, 3
28395, 14
28396, 5
28397, 14
28398, 3
28399, 7
28400, 2
28401, 1
28402, 2
28403, 17
28404, 2
28405, 4
28406, 37
28407, 5
28408, 13
28409, 6
28410, 14
28411, 8
28412, 0
28413, 19
28414, 2
28415, 1
28416, 0
28417, 2
28418, 27
28419, 9
28420, 5
28421, 1
28422, 10
28423, 4
28424, 32
28425, 4
28426, 3
28427, 8
28428, 4
28429, 6
28430, 2
28431, 8
28432, 1
28433, 4
28434, 2
28435, 2
28436, 6
28437, 9
28438, 4
28439, 16
28440, 1
28441, 18
28442, 4
28443, 4
28444, 11
28445, 3
28446, 5
28447, 3
28448, 4
28449, 21
28450, 10
28451, 0
28452, 12
28453, 2
28454, 1
28455, 4
28456, 4
28457, 20
28458, 10
28459, 8
28460, 3
28461, 3
28462, 12
28463, 21
28464, 7
28465, 18
28466, 3
28467, 7
28468, 4
28469, 5
28470, 1
28471, 16
28472, 10
28473, 13
28474, 6
28475, 3
28476, 2
28477, 17
28478, 0
28479, 3
28480, 7
28481, 1
28482, 12
28483, 1
28484, 6
28485, 15
28486, 3
28487, 2
28488, 24
28489, 1
28490, 2
28491, 7
28492, 12
28493, 11
28494, 8
28495, 1
28496, 25
28497, 6
28498, 9
28499, 5
28500, 21
28501, 10
28502, 1
28503, 7
28504, 1
28505, 2
28506, 2
28507, 11
28508, 5
28509, 1
28510, 6
28511, 33
28512, 3
28513, 6
28514, 7
28515, 1
28516, 8
28517, 1
28518, 8
28519, 11
28520, 31
28521, 0
28522, 8
28523, 32
28524, 10
28525, 2
28526, 8
28527, 5
28528, 7
28529, 14
28530, 7
28531, 5
28532, 13
28533, 2
28534, 3
28535, 5
28536, 22
28537, 2
28538, 2
28539, 20
28540, 1
28541, 30
28542, 0
28543, 7
28544, 1
28545, 7
28546, 8
28547, 4
28548, 7
28549, 5
28550, 6
28551, 3
28552, 12
28553, 10
28554, 2
28555, 3
28556, 3
28557, 3
28558, 9
28559, 2
28560, 5
28561, 15
28562, 3
28563, 7
28564, 33
28565, 19
28566, 15
28567, 16
28568, 0
28569, 5
28570, 3
28571, 1
28572, 2
28573, 0
28574, 0
28575, 3
28576, 10
28577, 13
28578, 1
28579, 1
28580, 6
28581, 8
28582, 11
28583, 3
28584, 0
28585, 5
28586, 17
28587, 4
28588, 4
28589, 2
28590, 31
28591, 10
28592, 4
28593, 5
28594, 12
28595, 4
28596, 1
28597, 7
28598, 6
28599, 17
28600, 7
28601, 8
28602, 3
28603, 23
28604, 2
28605, 0
28606, 1
28607, 4
28608, 9
28609, 0
28610, 2
28611, 5
28612, 7
28613, 14
28614, 3
28615, 3
28616, 7
28617, 11
28618, 6
28619, 18
28620, 6
28621, 0
28622, 11
28623, 15
28624, 21
28625, 0
28626, 14
28627, 11
28628, 15
28629, 3
28630, 14
28631, 1
28632, 1
28633, 2
28634, 8
28635, 7
28636, 28
28637, 4
28638, 4
28639, 21
28640, 13
28641, 0
28642, 5
28643, 1
28644, 0
28645, 15
28646, 2
28647, 1
28648, 3
28649, 1
28650, 17
28651, 0
28652, 6
28653, 11
28654, 4
28655, 1
28656, 0
28657, 19
28658, 0
28659, 4
28660, 2
28661, 1
28662, 5
28663, 17
28664, 2
28665, 2
28666, 6
28667, 5
28668, 8
28669, 8
28670, 6
28671, 5
28672, 0
28673, 3
28674, 6
28675, 1
28676, 2
28677, 0
28678, 12
28679, 9
28680, 6
28681, 13
28682, 13
28683, 8
28684, 11
28685, 3
28686, 14
28687, 1
28688, 1
28689, 21
28690, 5
28691, 12
28692, 0
28693, 15
28694, 0
28695, 2
28696, 3
28697, 4
28698, 2
28699, 1
28700, 2
28701, 10
28702, 20
28703, 2
28704, 3
28705, 10
28706, 19
28707, 1
28708, 8
28709, 16
28710, 1
28711, 3
28712, 4
28713, 6
28714, 2
28715, 1
28716, 12
28717, 7
28718, 9
28719, 0
28720, 3
28721, 14
28722, 8
28723, 5
28724, 5
28725, 2
28726, 13
28727, 0
28728, 17
28729, 7
28730, 3
28731, 5
28732, 7
28733, 1
28734, 10
28735, 11
28736, 1
28737, 1
28738, 18
28739, 3
28740, 20
28741, 3
28742, 10
28743, 2
28744, 3
28745, 3
28746, 4
28747, 4
28748, 2
28749, 16
28750, 9
28751, 17
28752, 10
28753, 1
28754, 0
28755, 5
28756, 0
28757, 2
28758, 4
28759, 2
28760, 3
28761, 4
28762, 5
28763, 2
28764, 8
28765, 0
28766, 15
28767, 10
28768, 3
28769, 5
28770, 4
28771, 1
28772, 4
28773, 7
28774, 9
28775, 15
28776, 2
28777, 7
28778, 33
28779, 1
28780, 19
28781, 3
28782, 2
28783, 15
28784, 2
28785, 8
28786, 7
28787, 0
28788, 2
28789, 17
28790, 9
28791, 1
28792, 4
28793, 8
28794, 0
28795, 0
28796, 0
28797, 6
28798, 3
28799, 10
28800, 3
28801, 5
28802, 3
28803, 28
28804, 19
28805, 2
28806, 2
28807, 7
28808, 5
28809, 0
28810, 14
28811, 12
28812, 7
28813, 2
28814, 14
28815, 13
28816, 13
28817, 18
28818, 7
28819, 3
28820, 3
28821, 6
28822, 1
28823, 12
28824, 1
28825, 7
28826, 2
28827, 11
28828, 6
28829, 13
28830, 2
28831, 8
28832, 2
28833, 2
28834, 0
28835, 7
28836, 1
28837, 1
28838, 5
28839, 1
28840, 4
28841, 10
28842, 0
28843, 6
28844, 10
28845, 2
28846, 4
28847, 29
28848, 10
28849, 15
28850, 14
28851, 3
28852, 3
28853, 3
28854, 6
28855, 8
28856, 2
28857, 2
28858, 10
28859, 1
28860, 1
28861, 4
28862, 8
28863, 4
28864, 10
28865, 4
28866, 28
28867, 8
28868, 9
28869, 8
28870, 13
28871, 2
28872, 3
28873, 1
28874, 9
28875, 6
28876, 0
28877, 3
28878, 12
28879, 5
28880, 12
28881, 7
28882, 5
28883, 12
28884, 4
28885, 6
28886, 35
28887, 22
28888, 10
28889, 4
28890, 7
28891, 5
28892, 16
28893, 8
28894, 19
28895, 14
28896, 3
28897, 2
28898, 20
28899, 20
28900, 13
28901, 2
28902, 4
28903, 0
28904, 3
28905, 1
28906, 7
28907, 19
28908, 2
28909, 0
28910, 4
28911, 12
28912, 2
28913, 16
28914, 1
28915, 2
28916, 19
28917, 20
28918, 2
28919, 3
28920, 4
28921, 2
28922, 3
28923, 0
28924, 2
28925, 5
28926, 0
28927, 6
28928, 6
28929, 3
28930, 6
28931, 16
28932, 5
28933, 4
28934, 0
28935, 16
28936, 9
28937, 0
28938, 49
28939, 4
28940, 5
28941, 12
28942, 11
28943, 11
28944, 28
28945, 6
28946, 7
28947, 5
28948, 7
28949, 13
28950, 20
28951, 1
28952, 14
28953, 5
28954, 1
28955, 19
28956, 1
28957, 3
28958, 5
28959, 3
28960, 5
28961, 12
28962, 3
28963, 4
28964, 2
28965, 4
28966, 2
28967, 5
28968, 0
28969, 5
28970, 3
28971, 3
28972, 0
28973, 3
28974, 9
28975, 0
28976, 2
28977, 11
28978, 4
28979, 8
28980, 6
28981, 0
28982, 2
28983, 22
28984, 3
28985, 24
28986, 13
28987, 1
28988, 6
28989, 7
28990, 1
28991, 17
28992, 7
28993, 3
28994, 9
28995, 28
28996, 5
28997, 0
28998, 5
28999, 0
29000, 1
29001, 4
29002, 1
29003, 6
29004, 1
29005, 15
29006, 17
29007, 9
29008, 4
29009, 0
29010, 4
29011, 2
29012, 20
29013, 2
29014, 5
29015, 2
29016, 2
29017, 2
29018, 9
29019, 4
29020, 1
29021, 1
29022, 14
29023, 12
29024, 9
29025, 4
29026, 1
29027, 3
29028, 1
29029, 0
29030, 6
29031, 11
29032, 10
29033, 2
29034, 5
29035, 12
29036, 4
29037, 2
29038, 13
29039, 2
29040, 18
29041, 8
29042, 4
29043, 4
29044, 24
29045, 22
29046, 3
29047, 14
29048, 3
29049, 5
29050, 8
29051, 1
29052, 15
29053, 2
29054, 22
29055, 7
29056, 8
29057, 2
29058, 6
29059, 9
29060, 0
29061, 2
29062, 10
29063, 1
29064, 0
29065, 1
29066, 10
29067, 1
29068, 0
29069, 22
29070, 11
29071, 0
29072, 4
29073, 1
29074, 5
29075, 2
29076, 1
29077, 1
29078, 0
29079, 5
29080, 15
29081, 19
29082, 7
29083, 6
29084, 9
29085, 0
29086, 5
29087, 8
29088, 8
29089, 0
29090, 11
29091, 11
29092, 13
29093, 5
29094, 10
29095, 0
29096, 6
29097, 5
29098, 9
29099, 1
29100, 13
29101, 4
29102, 1
29103, 1
29104, 7
29105, 2
29106, 3
29107, 17
29108, 2
29109, 4
29110, 0
29111, 11
29112, 3
29113, 12
29114, 24
29115, 7
29116, 2
29117, 1
29118, 18
29119, 1
29120, 14
29121, 13
29122, 2
29123, 6
29124, 4
29125, 17
29126, 2
29127, 6
29128, 1
29129, 12
29130, 12
29131, 1
29132, 3
29133, 9
29134, 0
29135, 7
29136, 10
29137, 15
29138, 1
29139, 0
29140, 5
29141, 36
29142, 17
29143, 17
29144, 4
29145, 7
29146, 2
29147, 8
29148, 2
29149, 7
29150, 5
29151, 5
29152, 7
29153, 1
29154, 8
29155, 4
29156, 17
29157, 9
29158, 3
29159, 9
29160, 9
29161, 4
29162, 1
29163, 2
29164, 4
29165, 15
29166, 15
29167, 9
29168, 15
29169, 1
29170, 6
29171, 6
29172, 5
29173, 2
29174, 1
29175, 9
29176, 1
29177, 3
29178, 8
29179, 4
29180, 2
29181, 16
29182, 12
29183, 0
29184, 11
29185, 18
29186, 8
29187, 8
29188, 3
29189, 5
29190, 9
29191, 3
29192, 9
29193, 24
29194, 4
29195, 5
29196, 1
29197, 7
29198, 3
29199, 4
29200, 37
29201, 14
29202, 3
29203, 29
29204, 5
29205, 3
29206, 6
29207, 0
29208, 6
29209, 1
29210, 11
29211, 6
29212, 22
29213, 13
29214, 1
29215, 8
29216, 1
29217, 4
29218, 10
29219, 10
29220, 4
29221, 12
29222, 0
29223, 1
29224, 8
29225, 2
29226, 4
29227, 4
29228, 3
29229, 4
29230, 13
29231, 12
29232, 0
29233, 6
29234, 6
29235, 14
29236, 14
29237, 14
29238, 9
29239, 18
29240, 4
29241, 1
29242, 11
29243, 16
29244, 10
29245, 5
29246, 7
29247, 13
29248, 5
29249, 0
29250, 2
29251, 0
29252, 6
29253, 8
29254, 7
29255, 24
29256, 23
29257, 2
29258, 3
29259, 4
29260, 1
29261, 8
29262, 4
29263, 4
29264, 3
29265, 2
29266, 12
29267, 1
29268, 7
29269, 1
29270, 5
29271, 7
29272, 8
29273, 1
29274, 8
29275, 12
29276, 3
29277, 2
29278, 2
29279, 13
29280, 5
29281, 24
29282, 3
29283, 16
29284, 5
29285, 2
29286, 0
29287, 4
29288, 0
29289, 5
29290, 13
29291, 2
29292, 5
29293, 6
29294, 8
29295, 7
29296, 8
29297, 8
29298, 2
29299, 4
29300, 13
29301, 0
29302, 16
29303, 2
29304, 8
29305, 10
29306, 4
29307, 3
29308, 9
29309, 15
29310, 4
29311, 30
29312, 10
29313, 1
29314, 7
29315, 7
29316, 6
29317, 6
29318, 7
29319, 12
29320, 3
29321, 4
29322, 2
29323, 10
29324, 23
29325, 12
29326, 12
29327, 10
29328, 6
29329, 4
29330, 1
29331, 2
29332, 1
29333, 8
29334, 4
29335, 2
29336, 12
29337, 2
29338, 6
29339, 22
29340, 20
29341, 0
29342, 11
29343, 4
29344, 3
29345, 5
29346, 4
29347, 0
29348, 8
29349, 19
29350, 6
29351, 0
29352, 11
29353, 5
29354, 3
29355, 25
29356, 20
29357, 21
29358, 0
29359, 19
29360, 2
29361, 5
29362, 13
29363, 4
29364, 6
29365, 23
29366, 2
29367, 13
29368, 17
29369, 9
29370, 0
29371, 6
29372, 5
29373, 5
29374, 11
29375, 5
29376, 1
29377, 0
29378, 8
29379, 13
29380, 10
29381, 6
29382, 1
29383, 6
29384, 0
29385, 0
29386, 2
29387, 0
29388, 3
29389, 6
29390, 10
29391, 15
29392, 12
29393, 20
29394, 2
29395, 5
29396, 14
29397, 5
29398, 13
29399, 2
29400, 5
29401, 1
29402, 2
29403, 11
29404, 5
29405, 5
29406, 5
29407, 9
29408, 19
29409, 12
29410, 16
29411, 5
29412, 0
29413, 11
29414, 6
29415, 24
29416, 1
29417, 4
29418, 26
29419, 3
29420, 6
29421, 4
29422, 1
29423, 5
29424, 12
29425, 13
29426, 7
29427, 4
29428, 1
29429, 17
29430, 3
29431, 3
29432, 0
29433, 4
29434, 3
29435, 0
29436, 0
29437, 0
29438, 15
29439, 2
29440, 5
29441, 5
29442, 0
29443, 6
29444, 13
29445, 5
29446, 1
29447, 22
29448, 1
29449, 0
29450, 9
29451, 3
29452, 1
29453, 3
29454, 4
29455, 12
29456, 9
29457, 5
29458, 12
29459, 9
29460, 9
29461, 10
29462, 32
29463, 7
29464, 1
29465, 7
29466, 3
29467, 15
29468, 8
29469, 7
29470, 13
29471, 3
29472, 19
29473, 12
29474, 5
29475, 6
29476, 10
29477, 2
29478, 4
29479, 7
29480, 2
29481, 2
29482, 4
29483, 10
29484, 10
29485, 11
29486, 7
29487, 20
29488, 1
29489, 3
29490, 10
29491, 3
29492, 3
29493, 1
29494, 3
29495, 10
29496, 0
29497, 2
29498, 6
29499, 5
29500, 4
29501, 0
29502, 2
29503, 8
29504, 7
29505, 1
29506, 1
29507, 5
29508, 7
29509, 1
29510, 4
29511, 1
29512, 4
29513, 2
29514, 11
29515, 5
29516, 7
29517, 3
29518, 13
29519, 6
29520, 8
29521, 11
29522, 10
29523, 19
29524, 1
29525, 19
29526, 4
29527, 4
29528, 7
29529, 3
29530, 23
29531, 2
29532, 1
29533, 4
29534, 3
29535, 6
29536, 2
29537, 0
29538, 40
29539, 1
29540, 9
29541, 4
29542, 19
29543, 13
29544, 4
29545, 1
29546, 45
29547, 16
29548, 4
29549, 2
29550, 1
29551, 6
29552, 9
29553, 9
29554, 6
29555, 28
29556, 3
29557, 3
29558, 22
29559, 1
29560, 5
29561, 34
29562, 12
29563, 2
29564, 10
29565, 9
29566, 10
29567, 7
29568, 5
29569, 8
29570, 2
29571, 0
29572, 6
29573, 3
29574, 16
29575, 7
29576, 2
29577, 2
29578, 6
29579, 8
29580, 6
29581, 2
29582, 12
29583, 4
29584, 21
29585, 7
29586, 1
29587, 4
29588, 7
29589, 1
29590, 1
29591, 4
29592, 3
29593, 14
29594, 0
29595, 3
29596, 4
29597, 7
29598, 12
29599, 3
29600, 33
29601, 13
29602, 11
29603, 2
29604, 1
29605, 1
29606, 6
29607, 6
29608, 4
29609, 26
29610, 4
29611, 4
29612, 11
29613, 2
29614, 3
29615, 4
29616, 28
29617, 2
29618, 0
29619, 2
29620, 7
29621, 11
29622, 0
29623, 8
29624, 2
29625, 2
29626, 4
29627, 1
29628, 3
29629, 5
29630, 2
29631, 8
29632, 3
29633, 2
29634, 11
29635, 0
29636, 3
29637, 8
29638, 0
29639, 0
29640, 15
29641, 20
29642, 10
29643, 7
29644, 0
29645, 13
29646, 3
29647, 6
29648, 8
29649, 5
29650, 7
29651, 16
29652, 4
