Draw, Value
28963, 12
28964, 10
28965, 4
28966, 7
28967, 8
28968, 16
28969, 13
28970, 11
28971, 21
28972, 6
28973, 7
28974, 2
28975, 13
28976, 8
28977, 26
28978, 9
28979, 13
28980, 12
28981, 3
28982, 10
28983, 6
28984, 22
28985, 5
28986, 16
28987, 5
28988, 17
28989, 9
28990, 16
28991, 19
28992, 9
28993, 8
28994, 17
28995, 7
28996, 7
28997, 14
28998, 14
28999, 9
29000, 12
29001, 10
29002, 4
29003, 6
29004, 6
29005, 11
29006, 6
29007, 4
29008, 14
29009, 13
29010, 12
29011, 14
29012, 11
29013, 12
29014, 7
29015, 7
29016, 5
29017, 11
29018, 5
29019, 1
29020, 19
29021, 14
29022, 3
29023, 5
29024, 3
29025, 1
29026, 11
29027, 9
29028, 17
29029, 5
29030, 8
29031, 6
29032, 5
29033, 18
29034, 12
29035, 7
29036, 6
29037, 20
29038, 13
29039, 7
29040, 14
29041, 7
29042, 7
29043, 9
29044, 4
29045, 2
29046, 6
29047, 5
29048, 14
29049, 10
29050, 9
29051, 9
29052, 10
29053, 10
29054, 2
29055, 4
29056, 12
29057, 2
29058, 3
29059, 17
29060, 5
29061, 8
29062, 8
29063, 2
29064, 12
29065, 15
29066, 3
29067, 12
29068, 13
29069, 10
29070, 17
29071, 8
29072, 7
29073, 7
29074, 17
29075, 6
29076, 11
29077, 2
29078, 12
29079, 1
29080, 9
29081, 10
29082, 10
29083, 1
29084, 8
29085, 5
29086, 9
29087, 8
29088, 9
29089, 2
29090, 13
29091, 8
29092, 22
29093, 9
29094, 21
29095, 3
29096, 11
29097, 20
29098, 12
29099, 13
29100, 15
29101, 18
29102, 15
29103, 15
29104, 10
29105, 11
29106, 5
29107, 13
29108, 14
29109, 16
29110, 7
29111, 21
29112, 11
29113, 8
29114, 10
29115, 5
29116, 22
29117, 9
29118, 11
29119, 12
29120, 4
29121, 6
29122, 19
29123, 8
29124, 18
29125, 8
29126, 6
29127, 7
29128, 10
29129, 9
29130, 8
29131, 2
29132, 13
29133, 18
29134, 8
29135, 5
29136, 2
29137, 9
29138, 16
29139, 7
29140, 8
29141, 10
29142, 11
29143, 4
29144, 9
29145, 5
29146, 9
29147, 8
29148, 12
29149, 7
29150, 13
29151, 15
29152, 5
29153, 5
29154, 10
29155, 7
29156, 14
29157, 10
29158, 12
29159, 12
29160, 7
29161, 15
29162, 7
29163, 10
29164, 13
29165, 9
29166, 10
29167, 3
29168, 11
29169, 10
29170, 8
29171, 21
29172, 13
29173, 6
29174, 10
29175, 15
29176, 7
29177, 12
29178, 12
29179, 9
29180, 7
29181, 18
29182, 10
29183, 15
29184, 16
29185, 7
29186, 5
29187, 8
29188, 3
29189, 12
29190, 19
29191, 11
29192, 9
29193, 14
29194, 11
29195, 8
29196, 10
29197, 13
29198, 5
29199, 8
29200, 22
29201, 14
29202, 9
29203, 3
29204, 4
29205, 20
29206, 5
29207, 17
29208, 5
29209, 4
29210, 13
29211, 10
29212, 5
29213, 9
29214, 11
29215, 6
29216, 3
29217, 8
29218, 8
29219, 1
29220, 6
29221, 3
29222, 10
29223, 10
29224, 5
29225, 11
29226, 13
29227, 5
29228, 10
29229, 4
29230, 8
29231, 14
29232, 4
29233, 6
29234, 20
29235, 11
29236, 14
29237, 12
29238, 5
29239, 22
29240, 6
29241, 16
29242, 15
29243, 7
29244, 20
29245, 18
29246, 11
29247, 8
29248, 10
29249, 10
29250, 8
29251, 22
29252, 14
29253, 11
29254, 17
29255, 8
29256, 10
29257, 11
29258, 12
29259, 10
29260, 17
29261, 11
29262, 10
29263, 7
29264, 6
29265, 12
29266, 8
29267, 1
29268, 16
29269, 6
29270, 14
29271, 4
29272, 15
29273, 10
29274, 3
29275, 2
29276, 9
29277, 7
29278, 5
29279, 8
29280, 12
29281, 4
29282, 3
29283, 17
29284, 5
29285, 6
29286, 3
29287, 6
29288, 6
29289, 5
29290, 20
29291, 9
29292, 7
29293, 11
29294, 12
29295, 9
29296, 18
29297, 5
29298, 12
29299, 16
29300, 6
29301, 18
29302, 18
29303, 7
29304, 3
29305, 13
29306, 6
29307, 9
29308, 10
29309, 7
29310, 3
29311, 7
29312, 15
29313, 13
29314, 9
29315, 5
29316, 4
29317, 7
29318, 9
29319, 10
29320, 7
29321, 12
29322, 11
29323, 7
29324, 1
29325, 9
29326, 8
29327, 7
29328, 7
29329, 5
29330, 10
29331, 2
29332, 14
29333, 6
29334, 14
29335, 15
29336, 3
29337, 16
29338, 13
29339, 11
29340, 3
29341, 14
29342, 5
29343, 18
29344, 8
29345, 10
29346, 5
29347, 8
29348, 7
29349, 6
29350, 12
29351, 5
29352, 5
29353, 11
29354, 7
29355, 11
29356, 11
29357, 7
29358, 6
29359, 9
29360, 15
29361, 14
29362, 6
29363, 12
29364, 14
29365, 1
29366, 8
29367, 10
29368, 12
29369, 4
29370, 7
29371, 7
29372, 5
29373, 7
29374, 8
29375, 5
29376, 6
29377, 5
29378, 11
29379, 12
29380, 11
29381, 13
29382, 9
29383, 14
29384, 6
29385, 3
29386, 11
29387, 15
29388, 6
29389, 12
29390, 12
29391, 7
29392, 13
29393, 14
29394, 5
29395, 7
29396, 9
29397, 18
29398, 11
29399, 9
29400, 5
29401, 6
29402, 6
29403, 7
29404, 15
29405, 6
29406, 19
29407, 11
29408, 16
29409, 12
29410, 5
29411, 10
29412, 4
29413, 9
29414, 10
29415, 21
29416, 6
29417, 10
29418, 13
29419, 9
29420, 16
29421, 14
29422, 10
29423, 9
29424, 1
29425, 1
29426, 11
29427, 5
29428, 3
29429, 18
29430, 10
29431, 19
29432, 14
29433, 3
29434, 17
29435, 2
29436, 10
29437, 12
29438, 8
29439, 3
29440, 14
29441, 18
29442, 8
29443, 2
29444, 11
29445, 10
29446, 6
29447, 8
29448, 10
29449, 8
29450, 19
29451, 22
29452, 4
29453, 4
29454, 18
29455, 8
29456, 14
29457, 10
29458, 10
29459, 3
29460, 12
29461, 7
29462, 1
29463, 7
29464, 7
29465, 3
29466, 14
29467, 17
29468, 16
29469, 14
29470, 3
29471, 23
29472, 3
29473, 14
29474, 6
29475, 14
29476, 3
29477, 5
29478, 6
29479, 7
29480, 17
29481, 16
29482, 18
29483, 8
29484, 13
29485, 9
29486, 6
29487, 3
29488, 9
29489, 6
29490, 12
29491, 12
29492, 11
29493, 2
29494, 20
29495, 7
29496, 5
29497, 1
29498, 11
29499, 11
29500, 5
29501, 13
29502, 9
29503, 4
29504, 3
29505, 10
29506, 13
29507, 19
29508, 5
29509, 8
29510, 14
29511, 1
29512, 7
29513, 9
29514, 4
29515, 12
29516, 10
29517, 3
29518, 8
29519, 15
29520, 0
29521, 7
29522, 0
29523, 4
29524, 6
29525, 6
29526, 14
29527, 6
29528, 23
29529, 3
29530, 7
29531, 13
29532, 9
29533, 14
29534, 10
29535, 9
29536, 12
29537, 22
29538, 12
29539, 10
29540, 5
29541, 16
29542, 12
29543, 10
29544, 11
29545, 20
29546, 8
29547, 18
29548, 14
29549, 9
29550, 8
29551, 6
29552, 12
29553, 11
29554, 16
29555, 9
29556, 11
29557, 8
29558, 9
29559, 14
29560, 4
29561, 18
29562, 3
29563, 12
29564, 12
29565, 14
29566, 16
29567, 8
29568, 8
29569, 19
29570, 9
29571, 14
29572, 12
29573, 7
29574, 20
29575, 13
29576, 8
29577, 8
29578, 12
29579, 5
29580, 3
29581, 9
29582, 12
29583, 21
29584, 12
29585, 3
29586, 16
29587, 11
29588, 4
29589, 8
29590, 8
29591, 6
29592, 5
29593, 4
29594, 9
29595, 7
29596, 10
29597, 15
29598, 2
29599, 29
29600, 1
29601, 2
29602, 8
29603, 14
29604, 10
29605, 20
29606, 2
29607, 7
29608, 9
29609, 6
29610, 5
29611, 8
29612, 9
29613, 5
29614, 16
29615, 8
29616, 18
29617, 20
29618, 10
29619, 15
29620, 4
29621, 5
29622, 11
29623, 5
29624, 8
29625, 18
29626, 14
29627, 10
29628, 18
29629, 20
29630, 0
29631, 18
29632, 6
29633, 3
29634, 7
29635, 5
29636, 7
29637, 7
29638, 7
29639, 7
29640, 10
29641, 2
29642, 2
29643, 18
29644, 9
29645, 4
29646, 16
29647, 14
29648, 8
29649, 25
29650, 13
29651, 16
29652, 3
29653, 13
29654, 10
29655, 8
29656, 19
29657, 5
29658, 4
29659, 14
29660, 6
29661, 12
29662, 11
29663, 19
29664, 9
29665, 5
29666, 10
29667, 2
29668, 5
29669, 15
29670, 7
29671, 10
29672, 7
29673, 12
29674, 16
29675, 16
29676, 3
29677, 11
29678, 4
29679, 7
29680, 18
29681, 13
29682, 19
29683, 10
29684, 8
29685, 8
29686, 6
29687, 16
29688, 16
29689, 18
29690, 1
29691, 11
29692, 14
29693, 12
29694, 16
29695, 8
29696, 6
29697, 16
29698, 17
29699, 15
29700, 7
29701, 9
29702, 21
29703, 16
29704, 8
29705, 13
29706, 11
29707, 4
29708, 18
29709, 18
29710, 5
29711, 9
29712, 2
29713, 5
29714, 17
29715, 12
29716, 12
29717, 5
29718, 15
29719, 6
29720, 15
29721, 7
29722, 13
29723, 4
29724, 13
29725, 3
29726, 17
29727, 9
29728, 5
29729, 22
29730, 3
29731, 13
29732, 10
29733, 7
29734, 9
29735, 6
29736, 11
29737, 10
29738, 2
29739, 16
29740, 12
29741, 12
29742, 5
29743, 15
29744, 17
29745, 14
29746, 7
29747, 17
29748, 11
29749, 19
29750, 1
29751, 18
29752, 15
29753, 18
29754, 13
29755, 15
29756, 3
29757, 11
29758, 8
29759, 11
29760, 17
29761, 18
29762, 21
29763, 10
29764, 3
29765, 10
29766, 1
29767, 17
29768, 8
29769, 6
29770, 15
29771, 7
29772, 2
29773, 15
29774, 12
29775, 5
29776, 14
29777, 8
29778, 17
29779, 3
29780, 13
29781, 11
29782, 10
29783, 15
29784, 4
29785, 9
29786, 9
29787, 19
29788, 3
29789, 8
29790, 21
29791, 16
29792, 16
29793, 20
29794, 7
29795, 15
29796, 14
29797, 6
29798, 8
29799, 4
29800, 5
29801, 15
29802, 10
29803, 17
29804, 4
29805, 10
29806, 5
29807, 13
29808, 9
29809, 12
29810, 13
29811, 9
29812, 2
29813, 9
29814, 7
29815, 3
29816, 6
29817, 10
29818, 11
29819, 8
29820, 2
29821, 5
29822, 7
29823, 4
29824, 15
29825, 11
29826, 17
29827, 9
29828, 3
29829, 10
29830, 9
29831, 8
29832, 8
29833, 18
29834, 10
29835, 5
29836, 22
29837, 11
29838, 11
29839, 6
29840, 8
29841, 11
29842, 6
29843, 3
29844, 1
29845, 5
29846, 11
29847, 3
29848, 5
29849, 11
29850, 6
29851, 8
29852, 12
29853, 9
29854, 4
29855, 15
29856, 10
29857, 8
29858, 5
29859, 8
29860, 9
29861, 3
29862, 11
29863, 5
29864, 11
29865, 9
29866, 17
29867, 8
29868, 14
29869, 8
29870, 7
29871, 11
29872, 20
29873, 7
29874, 10
29875, 9
29876, 4
29877, 14
29878, 3
29879, 5
29880, 1
29881, 3
29882, 3
29883, 11
29884, 17
29885, 12
29886, 26
29887, 8
29888, 17
29889, 6
29890, 17
29891, 12
29892, 1
29893, 6
29894, 10
29895, 9
29896, 11
29897, 9
29898, 6
29899, 8
29900, 4
29901, 6
29902, 1
29903, 6
29904, 4
29905, 7
29906, 15
29907, 10
29908, 10
29909, 5
29910, 2
29911, 10
29912, 4
29913, 9
29914, 14
29915, 7
29916, 1
29917, 10
29918, 11
29919, 10
29920, 3
29921, 15
29922, 8
29923, 4
29924, 13
29925, 18
29926, 8
29927, 4
29928, 4
29929, 7
29930, 9
29931, 13
29932, 12
29933, 13
29934, 6
29935, 13
29936, 9
29937, 6
29938, 3
29939, 12
29940, 3
29941, 4
29942, 10
29943, 5
29944, 21
29945, 20
29946, 8
29947, 11
29948, 17
29949, 3
29950, 16
29951, 10
29952, 6
29953, 20
29954, 7
29955, 12
29956, 8
29957, 14
29958, 8
29959, 9
29960, 8
29961, 17
29962, 20
29963, 8
29964, 9
29965, 9
29966, 7
29967, 15
29968, 4
29969, 12
29970, 10
29971, 11
29972, 3
29973, 10
29974, 7
29975, 11
29976, 14
29977, 2
29978, 12
29979, 3
29980, 8
29981, 3
29982, 4
29983, 5
29984, 17
29985, 11
29986, 13
29987, 12
29988, 18
29989, 9
29990, 11
29991, 3
29992, 8
29993, 3
29994, 8
29995, 15
29996, 13
29997, 12
29998, 8
29999, 8
30000, 3
30001, 20
30002, 13
30003, 7
30004, 16
30005, 6
30006, 6
30007, 22
30008, 11
30009, 27
30010, 13
30011, 14
30012, 5
30013, 15
30014, 12
30015, 12
30016, 9
30017, 9
30018, 10
30019, 4
30020, 2
30021, 7
30022, 6
30023, 13
30024, 3
30025, 8
30026, 12
30027, 6
30028, 11
30029, 9
30030, 5
30031, 20
30032, 14
30033, 12
30034, 6
30035, 1
30036, 2
30037, 3
30038, 12
30039, 12
30040, 12
30041, 15
30042, 18
30043, 8
30044, 5
30045, 13
30046, 8
30047, 13
30048, 22
30049, 11
30050, 13
30051, 4
30052, 8
30053, 8
30054, 9
30055, 17
30056, 10
30057, 4
30058, 3
30059, 3
30060, 17
30061, 4
30062, 12
30063, 14
30064, 7
30065, 2
30066, 10
30067, 7
30068, 12
30069, 17
30070, 18
30071, 10
30072, 15
30073, 7
30074, 14
30075, 5
30076, 20
30077, 22
30078, 6
30079, 16
30080, 12
30081, 18
30082, 6
30083, 13
30084, 10
30085, 21
30086, 9
30087, 4
30088, 3
30089, 7
30090, 4
30091, 7
30092, 13
30093, 10
30094, 10
30095, 10
30096, 6
30097, 6
30098, 7
30099, 3
30100, 15
30101, 11
30102, 10
30103, 4
30104, 2
30105, 7
30106, 7
30107, 7
30108, 16
30109, 6
30110, 6
30111, 10
30112, 12
30113, 8
30114, 5
30115, 9
30116, 18
30117, 7
30118, 7
30119, 2
30120, 7
30121, 10
30122, 2
30123, 17
30124, 8
30125, 13
30126, 4
30127, 4
30128, 16
30129, 11
30130, 8
30131, 4
30132, 2
30133, 19
30134, 5
30135, 14
30136, 8
30137, 21
30138, 10
30139, 5
30140, 12
30141, 19
30142, 5
30143, 17
30144, 9
30145, 12
30146, 17
30147, 7
30148, 1
30149, 17
30150, 4
30151, 8
30152, 1
30153, 20
30154, 16
30155, 6
30156, 5
30157, 7
30158, 9
30159, 3
30160, 10
30161, 27
30162, 7
30163, 9
30164, 13
30165, 15
30166, 15
30167, 16
30168, 16
30169, 4
30170, 2
30171, 14
30172, 9
30173, 12
30174, 13
30175, 10
30176, 10
30177, 11
30178, 8
30179, 22
30180, 10
30181, 1
30182, 1
30183, 9
30184, 10
30185, 12
30186, 7
30187, 15
30188, 8
30189, 14
30190, 14
30191, 11
30192, 10
30193, 12
30194, 8
30195, 3
30196, 4
30197, 6
30198, 6
30199, 21
30200, 3
30201, 6
30202, 10
30203, 7
30204, 18
30205, 12
30206, 10
30207, 10
30208, 3
30209, 6
30210, 9
30211, 7
30212, 17
30213, 7
30214, 7
30215, 9
30216, 7
30217, 15
30218, 6
30219, 15
30220, 10
30221, 10
30222, 10
30223, 21
30224, 7
30225, 1
30226, 9
30227, 5
30228, 12
30229, 6
30230, 2
30231, 11
30232, 18
30233, 4
30234, 15
30235, 17
30236, 5
30237, 4
30238, 23
30239, 8
30240, 5
30241, 5
30242, 3
30243, 15
30244, 15
30245, 6
30246, 3
30247, 9
30248, 18
30249, 12
30250, 15
30251, 5
30252, 5
30253, 4
30254, 13
30255, 8
30256, 15
30257, 11
30258, 8
30259, 15
30260, 6
30261, 2
30262, 14
30263, 17
30264, 17
30265, 16
30266, 3
30267, 9
30268, 6
30269, 12
30270, 13
30271, 2
30272, 13
30273, 7
30274, 17
30275, 7
30276, 11
30277, 5
30278, 15
30279, 14
30280, 5
30281, 5
30282, 12
30283, 7
30284, 8
30285, 4
30286, 5
30287, 8
30288, 4
30289, 4
30290, 12
30291, 19
30292, 0
30293, 16
30294, 7
30295, 10
30296, 10
30297, 5
30298, 13
30299, 10
30300, 14
30301, 8
30302, 9
30303, 5
30304, 5
30305, 5
30306, 8
30307, 7
30308, 16
30309, 8
30310, 9
30311, 8
30312, 3
30313, 18
30314, 16
30315, 5
30316, 5
30317, 13
30318, 15
30319, 1
30320, 7
30321, 12
30322, 9
30323, 10
30324, 6
30325, 3
30326, 7
30327, 8
30328, 11
30329, 2
30330, 7
30331, 3
30332, 9
30333, 18
30334, 21
30335, 12
30336, 12
30337, 4
30338, 6
30339, 13
30340, 6
30341, 8
30342, 11
30343, 15
30344, 9
30345, 5
30346, 10
30347, 13
30348, 19
30349, 15
30350, 5
30351, 19
30352, 11
30353, 24
30354, 2
30355, 6
30356, 12
30357, 13
30358, 15
30359, 9
30360, 5
30361, 8
30362, 8
30363, 5
30364, 6
30365, 12
30366, 8
30367, 8
30368, 10
30369, 3
30370, 9
30371, 10
30372, 18
30373, 12
30374, 8
30375, 8
30376, 8
30377, 5
30378, 6
30379, 16
30380, 9
30381, 11
30382, 6
30383, 10
30384, 7
30385, 13
30386, 5
30387, 5
30388, 3
30389, 8
30390, 12
30391, 3
30392, 12
30393, 6
30394, 2
30395, 8
30396, 1
30397, 31
30398, 7
30399, 22
30400, 22
30401, 14
30402, 3
30403, 5
30404, 9
30405, 6
30406, 16
30407, 16
30408, 6
30409, 6
30410, 17
30411, 8
30412, 13
30413, 6
30414, 7
30415, 10
30416, 18
30417, 8
30418, 8
30419, 10
30420, 8
30421, 13
30422, 3
30423, 5
30424, 11
30425, 2
30426, 4
30427, 11
30428, 11
30429, 7
30430, 7
30431, 8
30432, 6
30433, 1
30434, 12
30435, 7
30436, 10
30437, 11
30438, 6
30439, 11
30440, 9
30441, 8
30442, 7
30443, 6
30444, 3
30445, 18
30446, 5
30447, 10
30448, 13
30449, 5
30450, 18
30451, 9
30452, 16
30453, 5
30454, 10
30455, 14
30456, 13
30457, 15
30458, 6
30459, 8
30460, 14
30461, 5
30462, 9
30463, 7
30464, 9
30465, 15
30466, 21
30467, 5
30468, 32
30469, 6
30470, 4
30471, 10
30472, 18
30473, 15
30474, 3
30475, 17
30476, 13
30477, 4
30478, 12
30479, 0
30480, 11
30481, 11
30482, 6
30483, 16
30484, 11
30485, 7
30486, 6
30487, 9
30488, 10
30489, 14
30490, 5
30491, 13
30492, 10
30493, 12
30494, 14
30495, 14
30496, 5
30497, 17
30498, 5
30499, 14
30500, 12
30501, 19
30502, 19
30503, 10
30504, 14
30505, 11
30506, 2
30507, 16
30508, 24
30509, 6
30510, 18
30511, 8
30512, 15
30513, 9
30514, 9
30515, 9
30516, 6
30517, 16
30518, 8
30519, 15
30520, 16
30521, 9
30522, 4
30523, 13
30524, 4
30525, 16
30526, 15
30527, 15
30528, 2
30529, 4
30530, 12
30531, 9
30532, 17
30533, 14
30534, 6
30535, 10
30536, 12
30537, 4
30538, 3
30539, 4
30540, 3
30541, 5
30542, 10
30543, 9
30544, 16
30545, 21
30546, 3
30547, 7
30548, 9
30549, 12
30550, 6
30551, 17
30552, 5
30553, 7
30554, 18
30555, 4
30556, 7
30557, 5
30558, 16
30559, 12
30560, 13
30561, 7
30562, 4
30563, 2
30564, 4
30565, 15
30566, 11
30567, 9
30568, 14
30569, 7
30570, 9
30571, 3
30572, 12
30573, 8
30574, 8
30575, 7
30576, 5
30577, 6
30578, 8
30579, 7
30580, 10
30581, 2
30582, 4
30583, 12
30584, 9
30585, 3
30586, 6
30587, 15
30588, 8
30589, 11
30590, 3
30591, 5
30592, 7
30593, 6
30594, 14
30595, 9
30596, 15
30597, 9
30598, 14
30599, 6
30600, 7
30601, 4
30602, 19
30603, 3
30604, 12
30605, 8
30606, 4
30607, 12
30608, 15
30609, 13
30610, 17
30611, 18
30612, 6
30613, 7
30614, 19
30615, 4
30616, 18
30617, 16
30618, 8
30619, 8
30620, 6
30621, 14
30622, 8
30623, 9
30624, 10
30625, 10
30626, 13
30627, 14
30628, 9
30629, 14
30630, 11
30631, 13
30632, 5
30633, 4
30634, 10
30635, 12
30636, 9
30637, 24
30638, 9
30639, 15
30640, 8
30641, 10
30642, 2
30643, 12
30644, 14
30645, 4
30646, 6
30647, 10
30648, 14
30649, 8
30650, 11
30651, 10
30652, 14
30653, 9
30654, 11
30655, 17
30656, 17
30657, 12
30658, 20
30659, 18
30660, 5
30661, 22
30662, 13
30663, 5
30664, 12
30665, 17
30666, 11
30667, 14
30668, 4
30669, 9
30670, 16
30671, 8
30672, 7
30673, 10
30674, 15
30675, 10
30676, 5
30677, 16
30678, 16
30679, 2
30680, 4
30681, 14
30682, 7
30683, 15
30684, 8
30685, 17
30686, 3
30687, 12
30688, 14
30689, 6
30690, 14
30691, 11
30692, 10
30693, 10
30694, 23
30695, 12
30696, 20
30697, 12
30698, 5
30699, 11
30700, 10
30701, 7
30702, 5
30703, 16
30704, 11
30705, 11
30706, 7
30707, 3
30708, 6
30709, 4
30710, 5
30711, 7
30712, 7
30713, 10
30714, 8
30715, 5
30716, 10
30717, 2
30718, 6
30719, 8
30720, 4
30721, 13
30722, 6
30723, 7
30724, 8
30725, 22
30726, 11
30727, 8
30728, 5
30729, 10
30730, 10
30731, 7
30732, 22
30733, 19
30734, 11
30735, 13
30736, 16
30737, 10
30738, 10
30739, 9
30740, 4
30741, 11
30742, 4
30743, 1
30744, 13
30745, 7
30746, 12
30747, 13
30748, 17
30749, 12
30750, 15
30751, 13
30752, 9
30753, 7
30754, 5
30755, 5
30756, 15
30757, 11
30758, 6
30759, 14
30760, 8
30761, 11
30762, 5
30763, 3
30764, 15
30765, 4
30766, 15
30767, 2
30768, 13
30769, 18
30770, 4
30771, 11
30772, 7
30773, 10
30774, 4
30775, 14
30776, 16
30777, 2
30778, 2
30779, 4
30780, 5
30781, 6
30782, 12
30783, 8
30784, 14
30785, 2
30786, 9
30787, 12
30788, 11
30789, 18
30790, 5
30791, 8
30792, 6
30793, 17
30794, 12
30795, 5
30796, 7
30797, 13
30798, 9
30799, 9
30800, 13
30801, 14
30802, 9
30803, 5
30804, 19
30805, 12
30806, 14
30807, 7
30808, 3
30809, 7
30810, 7
30811, 14
30812, 15
30813, 10
30814, 9
30815, 10
30816, 5
30817, 25
30818, 12
30819, 6
30820, 16
30821, 16
30822, 14
30823, 4
30824, 5
30825, 8
30826, 6
30827, 5
30828, 9
30829, 6
30830, 14
30831, 11
30832, 8
30833, 7
30834, 13
30835, 14
30836, 8
30837, 6
30838, 7
30839, 12
30840, 8
30841, 12
30842, 5
30843, 7
30844, 7
30845, 10
30846, 9
30847, 13
30848, 10
30849, 12
30850, 21
30851, 3
30852, 8
30853, 11
30854, 12
30855, 11
30856, 24
30857, 12
30858, 7
30859, 8
30860, 9
30861, 9
30862, 10
30863, 15
30864, 17
30865, 9
30866, 17
30867, 4
30868, 8
30869, 11
30870, 5
30871, 9
30872, 6
30873, 2
30874, 9
30875, 16
30876, 3
30877, 11
30878, 11
30879, 9
30880, 2
30881, 6
30882, 15
30883, 4
30884, 12
30885, 15
30886, 16
30887, 5
30888, 15
30889, 6
30890, 14
30891, 17
30892, 11
30893, 9
30894, 9
30895, 6
30896, 5
30897, 9
30898, 14
30899, 9
30900, 8
30901, 6
30902, 8
30903, 12
30904, 13
30905, 7
30906, 7
30907, 7
30908, 6
30909, 0
30910, 9
30911, 1
30912, 10
30913, 3
30914, 7
30915, 10
30916, 12
30917, 9
30918, 10
30919, 7
30920, 9
30921, 13
30922, 4
30923, 17
30924, 4
30925, 5
30926, 12
30927, 5
30928, 10
30929, 23
30930, 4
30931, 4
30932, 14
30933, 15
30934, 6
30935, 11
30936, 12
30937, 4
30938, 19
30939, 22
30940, 22
30941, 9
30942, 4
30943, 8
30944, 9
30945, 8
30946, 6
30947, 6
30948, 11
30949, 11
30950, 7
30951, 4
30952, 6
30953, 8
30954, 1
30955, 17
30956, 26
30957, 4
30958, 7
30959, 6
30960, 2
30961, 11
30962, 8
30963, 9
30964, 18
30965, 25
30966, 8
30967, 17
30968, 10
30969, 5
30970, 10
30971, 10
30972, 7
30973, 6
30974, 2
30975, 10
30976, 10
30977, 11
30978, 4
30979, 10
30980, 6
30981, 5
30982, 4
30983, 10
30984, 5
30985, 21
30986, 8
30987, 8
30988, 8
30989, 12
30990, 13
30991, 14
30992, 5
30993, 18
30994, 8
30995, 5
30996, 6
30997, 10
30998, 19
30999, 16
31000, 8
31001, 6
31002, 4
31003, 5
31004, 13
31005, 23
31006, 6
31007, 9
31008, 16
31009, 6
31010, 15
31011, 10
31012, 4
31013, 12
31014, 11
31015, 15
31016, 13
31017, 3
31018, 16
31019, 5
31020, 15
31021, 3
31022, 7
31023, 14
31024, 5
31025, 7
31026, 18
31027, 13
31028, 7
31029, 7
31030, 8
31031, 15
31032, 13
31033, 8
31034, 6
31035, 9
31036, 2
31037, 17
31038, 8
31039, 8
31040, 9
31041, 10
31042, 9
31043, 6
31044, 11
31045, 4
31046, 21
31047, 6
31048, 10
31049, 7
31050, 9
31051, 14
31052, 6
31053, 16
31054, 18
31055, 9
31056, 7
31057, 16
31058, 11
31059, 11
31060, 19
31061, 8
31062, 11
31063, 5
31064, 5
31065, 12
31066, 13
31067, 2
31068, 4
31069, 13
31070, 14
31071, 6
31072, 9
31073, 2
31074, 5
31075, 9
31076, 4
31077, 16
31078, 11
31079, 8
31080, 11
31081, 10
31082, 12
31083, 12
31084, 19
31085, 14
31086, 12
31087, 5
31088, 11
31089, 11
31090, 8
31091, 13
31092, 8
31093, 3
31094, 3
31095, 7
31096, 9
31097, 10
31098, 6
31099, 18
31100, 3
31101, 4
31102, 4
31103, 23
31104, 7
31105, 9
31106, 9
31107, 9
31108, 16
31109, 7
31110, 4
31111, 11
31112, 7
31113, 10
31114, 18
31115, 6
31116, 7
31117, 7
31118, 9
31119, 13
31120, 7
31121, 8
31122, 7
31123, 11
31124, 14
31125, 10
31126, 9
31127, 10
31128, 14
31129, 4
31130, 7
31131, 19
31132, 27
31133, 7
31134, 8
31135, 8
31136, 19
31137, 11
31138, 11
31139, 21
31140, 20
31141, 20
31142, 6
31143, 15
31144, 9
31145, 5
31146, 5
31147, 3
31148, 15
31149, 17
31150, 10
31151, 5
31152, 2
31153, 11
31154, 6
31155, 6
31156, 4
31157, 3
31158, 7
31159, 6
31160, 10
31161, 16
31162, 17
31163, 13
31164, 18
31165, 4
31166, 6
31167, 16
31168, 6
31169, 5
31170, 18
31171, 15
31172, 10
31173, 5
31174, 6
31175, 8
31176, 4
31177, 6
31178, 8
31179, 15
31180, 16
31181, 9
31182, 9
31183, 15
31184, 13
31185, 15
31186, 12
31187, 9
31188, 1
31189, 6
31190, 8
31191, 5
31192, 19
31193, 5
31194, 26
31195, 11
31196, 2
31197, 7
31198, 5
31199, 2
31200, 6
31201, 7
31202, 23
31203, 21
31204, 17
31205, 9
31206, 15
31207, 8
31208, 13
31209, 15
31210, 10
31211, 17
31212, 11
31213, 12
31214, 7
31215, 8
31216, 1
31217, 6
31218, 3
31219, 10
31220, 7
31221, 10
31222, 9
31223, 15
31224, 2
31225, 13
31226, 14
31227, 5
31228, 11
31229, 11
31230, 7
31231, 10
31232, 10
31233, 7
31234, 16
31235, 4
31236, 7
31237, 9
31238, 15
31239, 12
31240, 5
31241, 8
31242, 9
31243, 10
31244, 1
31245, 12
31246, 8
31247, 16
31248, 20
31249, 12
31250, 1
31251, 7
31252, 10
31253, 6
31254, 18
31255, 15
31256, 4
31257, 8
31258, 9
31259, 17
31260, 10
31261, 10
31262, 14
31263, 14
31264, 18
31265, 12
31266, 5
31267, 10
31268, 7
31269, 10
31270, 7
31271, 9
31272, 11
31273, 15
31274, 15
31275, 13
31276, 11
31277, 9
31278, 3
31279, 14
31280, 14
31281, 7
31282, 5
31283, 8
31284, 9
31285, 6
31286, 24
31287, 4
31288, 20
31289, 14
31290, 11
31291, 6
31292, 10
31293, 1
31294, 5
